filepath,label,contrast,dissimilarity,homogeneity,energy,correlation,ASM,red_mean,red_std,red_var,green_mean,green_std,green_var,blue_mean,blue_std,blue_var,gray_mean,gray_std,gray_var
C:\dataset\data_train\Berawan\Terang (108).png,Berawan,12.950201342281877,2.6170469798657714,0.33646878786657863,0.03742656428349968,0.9843451229291315,0.001400747714066934,152.96204444444444,28.351117231331312,803.7858482646913,175.3628,18.488876492036443,341.8385539377778,205.71928888888888,9.620124805432555,92.54680127209876,172.1196888888889,20.352411462715036,414.2206523476544
C:\dataset\data_train\Berawan\Terang (109).png,Berawan,19.543624161073826,3.3529306487695747,0.2661172154701273,0.029245577702337523,0.9849330039756827,0.0008553038151434618,155.96586666666667,35.47498761136735,1258.4747460266667,180.65546666666665,23.084554891961854,532.89667456,210.13093333333333,12.363459189437595,152.85512312888892,176.6196888888889,25.477616038678363,649.1089190143209
C:\dataset\data_train\Berawan\Terang (11).png,Berawan,16.13771812080537,2.874004474272931,0.32198775327908585,0.03201755758039189,0.9871195052009184,0.0010251239934137102,102.36328888888889,30.211109418462623,912.7111322943209,118.36871111111111,23.980183645504027,575.0492076720988,147.45506666666665,16.94864605854337,287.25660321777775,116.90582222222223,25.029125644859686,626.4571305461728
C:\dataset\data_train\Berawan\Terang (110).png,Berawan,19.520581655480985,3.34751677852349,0.26692359910167585,0.029295146122437242,0.9849176053238249,0.0008582055863349497,156.02715555555557,35.44560051556661,1256.390595909136,180.71813333333333,23.059640935433297,531.7470400711111,210.19026666666667,12.337275889487652,152.20837637333332,176.6814222222222,25.451255751153365,647.7664193106173
C:\dataset\data_train\Berawan\Terang (111).png,Berawan,15.454004474272931,2.9303355704697984,0.30274734756754956,0.029569511493928,0.9891650996292396,0.0008743560099895401,159.68715555555556,38.24930435849959,1463.009283909136,184.92493333333334,23.96484481939697,574.3137872177778,214.9436,11.468894024757185,131.5355301511111,180.7948888888889,26.725706652935585,714.2633960987654
C:\dataset\data_train\Berawan\Terang (112).png,Berawan,84.91829977628636,6.707919463087248,0.17023209611042514,0.01999899901903803,0.9609515481868618,0.00039995996176348414,127.7268888888889,45.6473072016897,2083.676654765432,174.09177777777776,31.031387320932467,962.9469990617283,223.6596888888889,14.838067016700618,220.1682327920988,165.86755555555555,32.965543840370024,1086.727080691358
C:\dataset\data_train\Berawan\Terang (113).png,Berawan,21.807740492170026,3.1413422818791945,0.31338911767862393,0.03037909411648359,0.9847860514092432,0.0009228893593381677,133.18933333333334,34.08969961081434,1162.1076195555556,147.83333333333334,25.522346635405174,651.3901777777778,168.8756,14.761253792577678,217.89461352888887,145.85226666666668,26.75508585870482,715.8346193066667
C:\dataset\data_train\Berawan\Terang (114).png,Berawan,9.059552572706933,2.092662192393736,0.40654602303740844,0.04310719905343853,0.9889093596096947,0.0018582306102327714,121.21133333333333,26.713949838988615,713.6351159999999,138.418,19.014031906287876,361.5334093333334,163.85746666666665,10.39712331069406,108.1001731377778,136.17062222222222,20.19806149256121,407.9616880572839
C:\dataset\data_train\Berawan\Terang (115).png,Berawan,9.006800894854587,2.0862639821029085,0.40748842480419756,0.04320053591588611,0.9889396017982818,0.0018662863034197659,121.20857777777778,26.676173425811104,711.6182286439506,138.4177777777778,18.987472933359555,360.5241283950617,163.8643111111111,10.381904646113238,107.78394408098765,136.17048888888888,20.16904339121078,406.79031131654324
C:\dataset\data_train\Berawan\Terang (116).png,Berawan,6.651454138702461,1.6730201342281876,0.48150888556247284,0.058664509339519104,0.9829422716438939,0.0034415246560465245,121.93764444444444,18.91101914540897,357.62664511802467,138.67604444444444,13.083597344182193,171.18051946469134,163.37915555555554,7.294138968165713,53.20446328691358,136.48244444444444,13.965462263989458,195.0341362469136
C:\dataset\data_train\Berawan\Terang (117).png,Berawan,6.601476510067115,1.6669798657718118,0.48305352378808264,0.05881630459822084,0.9830330064015069,0.0034593576865906937,121.99195555555555,18.88766269165087,356.7438019535802,138.71484444444445,13.070299566329007,170.83273075358022,163.378,7.2875422163823895,53.10827155555555,136.52124444444445,13.9499021823023,194.59977089580246
C:\dataset\data_train\Berawan\Terang (118).png,Berawan,6.26586129753915,1.617628635346756,0.4927922015336411,0.05945880303657236,0.9833867275808289,0.0035353492585419068,122.22017777777778,18.657022793681488,348.0844995239506,138.84044444444444,12.90773273068952,166.60956424691355,163.23635555555555,7.157464048593858,51.22929160691358,136.64604444444444,13.7709502584334,189.63907102024692
C:\dataset\data_train\Berawan\Terang (119).png,Berawan,56.89986577181208,5.149619686800896,0.26226878913955304,0.03457834375839169,0.9404929201858392,0.0011956618570735055,172.01413333333332,29.747746510805,884.928422471111,197.22657777777778,20.333047983231513,413.432840288395,220.24995555555554,11.667623294028566,136.133433331358,192.30648888888888,21.910292307621823,480.06090900543205
C:\dataset\data_train\Berawan\Terang (12).png,Berawan,84.8186129753915,6.852885906040269,0.1550193706470655,0.01798006493347386,0.9550952455494949,0.0003232827350119364,115.77924444444444,36.080899537416414,1301.831311429136,131.0992,29.674430883319207,880.5718482488888,158.94462222222222,22.604484313505278,510.96271107950616,129.6896,30.749774464502625,945.5486296177778
C:\dataset\data_train\Berawan\Terang (120).png,Berawan,20.870290827740487,3.4510514541387023,0.2626448448370056,0.029554443984400405,0.9788326309373164,0.0008734651592270614,79.90564444444445,25.34620610063373,642.4301636958024,122.52004444444445,21.678724808700302,469.96710933135796,193.23471111111112,16.95426985304518,287.4472662498766,117.8356,22.236513400161357,494.4625281955556
C:\dataset\data_train\Berawan\Terang (121).png,Berawan,20.67973154362416,3.4333780760626396,0.2637829097388861,0.029658017737289533,0.9789863619784483,0.0008795980161053805,79.6076,25.33172319479624,641.6962000177778,122.26204444444444,21.646954095161394,468.59062159802465,193.02991111111112,16.957700145194245,287.563594214321,117.57137777777778,22.21460017124763,493.4884607683951
C:\dataset\data_train\Berawan\Terang (122).png,Berawan,23.74053691275168,3.559418344519015,0.2633867257390335,0.04009394200620894,0.9378412972943327,0.0016075241855972454,136.4799111111111,17.33282553079525,300.42684088098764,153.8276888888889,13.211804401657417,174.5517755476543,191.04106666666667,9.09627043084753,82.7421357511111,152.87462222222223,13.821270739598583,191.02752485728396
C:\dataset\data_train\Berawan\Terang (123).png,Berawan,10.091588366890381,2.228143176733781,0.3866340681182516,0.04664388220783927,0.9762940099528724,0.0021756517474187846,117.24804444444445,18.2801491167703,334.16385173135797,140.20173333333332,13.906994774652869,193.4045036622222,182.7643111111111,9.574023052736033,91.66191741432098,138.17568888888889,14.589595229816231,212.85628896987654
C:\dataset\data_train\Berawan\Terang (124).png,Berawan,10.004921700223713,2.2179865771812084,0.3876794726390846,0.046757147586889765,0.9764109940562483,0.0021862308504621915,117.1716888888889,18.241442152810205,332.75021181432095,140.1472,13.880301747600607,192.66277660444445,182.73275555555554,9.559646806947432,91.38684707358023,138.11733333333333,14.561251838736638,212.03005511111112
C:\dataset\data_train\Berawan\Terang (125).png,Berawan,6.19248322147651,1.808053691275168,0.4322703219953461,0.051782243459553845,0.9845773365392074,0.0026814007377045073,120.09448888888889,18.35874979599915,337.0436940720988,142.00017777777776,13.433427624630017,180.45697774617284,183.23066666666668,8.397816753312863,70.52332622222221,140.13804444444443,14.177119647838758,200.99072150913577
C:\dataset\data_train\Berawan\Terang (126).png,Berawan,61.870782997762866,5.711051454138702,0.20552380079024854,0.025521815211978695,0.9376417354601515,0.0006513630517143872,122.43595555555555,28.841173278611837,831.8132760869136,164.1061777777778,21.30423989234578,453.8706373906173,204.90604444444443,12.5771810619348,158.18548346469137,156.28715555555556,22.26102492195277,495.55323057580244
C:\dataset\data_train\Berawan\Terang (127).png,Berawan,31.419552572706927,4.003087248322147,0.26597282409882717,0.031101523693561027,0.982580981430914,0.0009673047760611379,79.76502222222223,33.86732720647759,1146.9958521106173,95.11631111111112,29.534576808902944,872.2912272809876,115.66306666666667,23.419405731524822,548.4685648177777,92.8591111111111,30.07580007781984,904.5537503209878
C:\dataset\data_train\Berawan\Terang (128).png,Berawan,31.854496644295303,4.106487695749441,0.2378858535837864,0.025719500880711177,0.9763381612762799,0.000661492725552903,112.72271111111111,28.179388049993186,794.0779108720988,124.87524444444445,25.796513813696745,665.460124940247,137.45795555555554,21.069100308751842,443.9069878202469,122.64133333333334,25.933528328315752,672.5478915555556
C:\dataset\data_train\Berawan\Terang (129).png,Berawan,31.755480984340046,4.1013422818791945,0.23825597689286246,0.02572434573658219,0.9763692440756416,0.0006617419635752143,112.64,28.159859532477945,792.9776888888889,124.80755555555555,25.779123953355537,664.5632318024692,137.41004444444445,21.043794471905546,442.8412857758025,122.5712,25.913943854912468,671.5324861155556
C:\dataset\data_train\Berawan\Terang (13).png,Berawan,85.71118568232663,6.894899328859061,0.15431236295466877,0.017906736774659163,0.9547677764849759,0.0003206512219169308,116.12022222222222,36.113256291154606,1304.1672799506175,131.3824,29.711480632090876,882.7720813511112,159.15275555555556,22.628864535912786,512.0655101846913,129.98155555555556,30.783927513165086,947.6501931358024
C:\dataset\data_train\Berawan\Terang (130).png,Berawan,24.392393736017898,3.5189261744966447,0.2750796946267066,0.03049882490024628,0.9758385403636873,0.0009301783202958825,113.57582222222223,24.35557490120886,593.194028768395,126.33213333333333,22.430333595973703,503.1198652266666,139.35093333333333,18.243848315284556,332.83800135111113,123.96088888888889,22.464909508161313,504.6721592098766
C:\dataset\data_train\Berawan\Terang (131).png,Berawan,62.019507829977634,5.720447427293065,0.20511921819996917,0.0255009025862074,0.9373317736757045,0.0006502960327112393,122.31888888888889,28.803316917190262,829.6310654320987,163.9984888888889,21.272429677477135,452.5162643832099,204.84906666666666,12.566090933584363,157.90664135111112,156.18262222222222,22.228782747988788,494.11878245728394
C:\dataset\data_train\Berawan\Terang (132).png,Berawan,57.35736017897092,5.549395973154365,0.2008826419170054,0.024823929931819484,0.9526678951726708,0.0006162274972598832,115.386,32.597399071432406,1062.5904262222223,158.22768888888888,23.48352476839144,551.4759355476543,201.94657777777778,12.478478871844185,155.71243495506172,150.38675555555557,24.66049513169285,608.1400201402469
C:\dataset\data_train\Berawan\Terang (133).png,Berawan,26.377628635346756,3.756062639821029,0.25453719489043913,0.025750499981127755,0.9817050288547237,0.0006630882492780605,128.91591111111111,31.584335712376454,997.5702623920987,143.89546666666666,26.804021371262767,718.4555616711111,183.7315111111111,15.94627794763436,254.2837803832099,143.94951111111112,26.922394350034423,724.8153175387654
C:\dataset\data_train\Berawan\Terang (134).png,Berawan,80.31534675615212,6.580223713646532,0.16601161579563112,0.020729698091523967,0.945776293973366,0.00042972038296573234,183.47626666666667,31.648255929759472,1001.6121033955556,193.5770222222222,27.067823883709348,732.6670897995062,221.57333333333332,17.680356959694628,312.5950222222222,193.774,27.213614068452333,740.5807906666668
C:\dataset\data_train\Berawan\Terang (135).png,Berawan,80.99812080536913,6.60841163310962,0.16547429725014803,0.020666588688825052,0.945524416230935,0.0004271078880330716,183.4868888888889,31.732554004591577,1006.954983654321,193.62906666666666,27.122251783278532,735.6165417955556,221.68831111111112,17.680468980484555,312.5989833698765,193.8208,27.269282242601594,743.6137540266666
C:\dataset\data_train\Berawan\Terang (136).png,Berawan,104.40205816554808,7.426666666666667,0.16022132386559484,0.01837603011945775,0.9525324357525309,0.0003376784829512184,170.43955555555556,40.343123217142974,1627.5675909135803,187.2416888888889,32.758894090560254,1073.1451420365433,224.26528888888888,17.81989336621322,317.54859958320986,186.4448888888889,33.16669726110631,1100.0298072098767
C:\dataset\data_train\Berawan\Terang (137).png,Berawan,48.837225950783,5.127785234899328,0.1976883535759461,0.02014873948852241,0.9785955606749224,0.0004059717029763423,99.38342222222222,43.52041932829482,1894.0268985106175,124.76577777777777,31.20576417472251,973.799717728395,157.9943111111111,22.249981045507255,495.06165652543206,120.95662222222222,33.80679068095895,1142.899096146173
C:\dataset\data_train\Berawan\Terang (138).png,Berawan,53.55131991051453,5.149977628635346,0.22739081222892543,0.024096774163182986,0.9845664505033641,0.000580654525071443,101.99093333333333,49.43440284318424,2443.760184462222,143.9074222222222,41.71739001130178,1740.3406293550618,217.1628888888889,22.438156006848118,503.47084498765435,139.70524444444445,41.7692716299411,1744.6720524958025
C:\dataset\data_train\Berawan\Terang (139).png,Berawan,53.0152125279642,5.120536912751678,0.22941505901317097,0.024521485366889816,0.9845862773391879,0.0006013032445985915,101.1828,49.21820130516307,2422.4313397155556,143.22093333333333,41.55020777613513,1726.4197662400002,216.82666666666665,22.384500590066036,501.0658666666667,139.0216888888889,41.601048820016935,1730.6472629254322
C:\dataset\data_train\Berawan\Terang (14).png,Berawan,103.13194630872484,7.539821029082776,0.1444129144612438,0.018904478232124093,0.9371154834276333,0.0003573792972288537,164.24626666666666,32.359490750284955,1047.1366416177777,173.03417777777778,28.28442108871862,800.0084763239506,190.50035555555556,21.53111753011911,463.58902209580253,172.42724444444445,28.689462176249823,823.0852399624692
C:\dataset\data_train\Berawan\Terang (140).png,Berawan,59.112125279642065,5.540939597315437,0.1892323578890894,0.019470363010461567,0.9791642356324861,0.00037909503575914996,141.20937777777777,47.71834430455855,2277.0403831683952,156.76084444444444,35.30029908841224,1246.111115731358,177.58177777777777,24.025092927454818,577.2050901728395,154.4875111111111,37.655954518433354,1417.9709106943212
C:\dataset\data_train\Berawan\Terang (141).png,Berawan,58.94308724832214,5.5293959731543625,0.1901209226300333,0.019501569095673292,0.9792663000091457,0.0003803111971933196,141.3932888888889,47.7646521029573,2281.461990516543,156.91431111111112,35.34005017403357,1248.91914630321,177.69555555555556,24.03670947673861,577.7634024691358,154.64568888888888,37.694858730968264,1420.9023747476542
C:\dataset\data_train\Berawan\Terang (142).png,Berawan,58.80460850111857,5.4139149888143185,0.2059927994719578,0.020353294943752702,0.9805901077390707,0.0004142566150673893,160.15768888888888,48.87967381225143,2389.2225119920986,172.6144,36.80423920897036,1354.552023751111,189.8384,24.46949159204852,598.7560187733333,170.8570222222222,38.93124026365167,1515.641468466173
C:\dataset\data_train\Berawan\Terang (143).png,Berawan,79.49337807606264,6.4565100671140945,0.17810976129751188,0.018298627598326685,0.9638400370575262,0.000334839771982243,142.99697777777777,40.60089861867531,1648.4329686439507,178.96151111111112,32.813523410408585,1076.7273186054322,231.51106666666666,18.548837932334198,344.05938864,174.1924888888889,33.19383298186057,1101.8305480276542
C:\dataset\data_train\Berawan\Terang (144).png,Berawan,63.13328859060403,5.620089485458613,0.19666742684525462,0.018636676099554824,0.9821992407486646,0.000347325696039718,103.3159111111111,47.21148565706923,2228.924377947654,135.668,42.2179824561367,1782.3580426666663,190.84333333333333,29.388660511610027,863.6933666666666,132.27506666666667,42.12774889805742,1774.747227217778
C:\dataset\data_train\Berawan\Terang (145).png,Berawan,62.71413870246084,5.596375838926173,0.19790955214429606,0.01878829729139737,0.9823956918115412,0.0003530001151099298,102.88622222222222,47.290251158323144,2236.3678546172837,135.24337777777777,42.31630064869349,1790.6693005906172,190.50635555555556,29.463111468151006,868.0749373846913,131.8591111111111,42.21866010938882,1782.4152614320988
C:\dataset\data_train\Berawan\Terang (146).png,Berawan,25.107024608501124,3.2822371364653247,0.3507188542595527,0.04776146464899998,0.9876020071923498,0.002281157505417675,53.196933333333334,33.84128339331514,1145.2324617066668,87.81982222222223,32.59704523711647,1062.5673581906174,156.40213333333332,24.206727712766135,585.9656665599999,85.31364444444445,31.90089208864476,1017.6669160513579
C:\dataset\data_train\Berawan\Terang (147).png,Berawan,12.999463087248325,2.6346308724832226,0.3291162050346924,0.03512177429705729,0.9851761804960426,0.001233539029773434,167.01111111111112,25.07929931878057,628.9712543209877,179.4336888888889,20.220658373523978,408.8750250587654,210.6737777777778,14.845847199191038,220.39917906172838,179.29177777777778,20.996322936159707,440.8455768395061
C:\dataset\data_train\Berawan\Terang (148).png,Berawan,58.06214765100671,4.594854586129754,0.2715988565314585,0.02721899216034982,0.9778630913657937,0.0007408735342251851,173.2811111111111,40.392810676170924,1631.5791543209878,186.9132,36.16293097732969,1307.757576871111,219.33453333333333,25.979676644638978,674.9435985599999,186.52102222222223,36.23132533932412,1312.7089358439505
C:\dataset\data_train\Berawan\Terang (149).png,Berawan,65.13436241610736,4.764697986577181,0.2769054587505566,0.02821329776210033,0.9775790137905417,0.0007959901706129353,166.78733333333332,42.29446582657778,1788.8218395555555,183.26906666666667,38.16381245246165,1456.4765809066666,215.65115555555556,27.52803897439486,757.7929297758025,182.02257777777777,38.14010693365472,1454.667756910617
C:\dataset\data_train\Berawan\Terang (15).png,Berawan,196.9075615212528,10.324653243847873,0.11542750118555709,0.015418496430609977,0.9193244572144992,0.0002377300321807326,78.29613333333333,42.740834424132515,1826.7789272711111,107.32511111111111,32.793911909392385,1075.4406583209877,143.49066666666667,27.661426845177584,765.154535111111,102.75564444444444,34.93899606339634,1220.7334459180247
C:\dataset\data_train\Berawan\Terang (150).png,Berawan,64.58268456375839,4.740984340044743,0.27788602801274903,0.02821652609002537,0.9777091676046477,0.0007961723445890825,166.76808888888888,42.24566349228297,1784.6960839032101,183.24377777777778,38.11702208193948,1452.9073723950619,215.64622222222224,27.488756431909383,755.6317301728394,182.00173333333333,38.09377256332939,1451.1355081066667
C:\dataset\data_train\Berawan\Terang (151).png,Berawan,24.127740492170023,3.390648769574944,0.31433836112993124,0.03584572631249926,0.9909525255825921,0.0012849160948706015,132.28946666666667,50.040681984694544,2504.069853493333,143.88462222222222,34.068663006926265,1160.6737990795061,172.05684444444444,15.15727957994743,229.74312426469135,143.60995555555556,36.52379496526465,1333.9875986646914
C:\dataset\data_train\Berawan\Terang (152).png,Berawan,57.96536912751677,4.385145413870245,0.28397423010171324,0.025613854579442513,0.9834108146132859,0.0006560695464168281,144.41133333333335,45.591591871016455,2078.5932493333335,161.9124888888889,42.123939190400314,1774.4262529165433,200.86391111111112,30.754574941207057,945.843879814321,161.11124444444445,41.81503002252529,1748.4967357846915
C:\dataset\data_train\Berawan\Terang (153).png,Berawan,32.28380313199105,4.193154362416107,0.2283320582780145,0.026124428681103977,0.9714826120005052,0.000682485773914088,147.4116,34.93494600119866,1220.4504521066665,192.8188888888889,21.588660575220935,466.0702654320988,231.0884,8.491206359522774,72.10058544,183.58995555555555,23.81345738112106,567.0807524424692
C:\dataset\data_train\Berawan\Terang (154).png,Berawan,40.93700223713647,4.549440715883669,0.2313188218132821,0.02164572598153896,0.9859204010765916,0.00046853745326787076,143.35173333333333,44.71920710010657,1999.8074836622222,151.60315555555556,37.5112614651805,1407.0947367091358,188.26453333333333,25.079007155255038,628.9565998933333,153.31555555555556,38.191947700212964,1458.6248691358026
C:\dataset\data_train\Berawan\Terang (155).png,Berawan,57.41051454138703,5.214362416107383,0.22734854783436095,0.02792297631770563,0.9720813228223469,0.0007796926064391495,187.3504,36.89162111820093,1360.9917087288889,190.40684444444443,32.02157171932387,1025.3810553758026,213.37697777777777,20.314282304153387,412.6700655328395,192.1015111111111,32.06233938135881,1027.9936066054322
C:\dataset\data_train\Berawan\Terang (156).png,Berawan,57.80796420581656,5.227203579418345,0.22697830976364325,0.027890946545047833,0.9718268796327809,0.0007779048991787157,187.45675555555556,36.84749527031386,1357.7379076958023,190.50351111111112,31.99238153937571,1023.5124765609877,213.43684444444443,20.31002298369021,412.49703359802464,192.19715555555555,32.03105813491757,1025.988685242469
C:\dataset\data_train\Berawan\Terang (157).png,Berawan,66.61413870246085,5.691006711409396,0.21192649327486768,0.026789538700984383,0.9549199804932249,0.00071767938381154,200.01937777777778,30.63074530329064,938.2425578350618,202.3996,27.342231231720813,747.597608728889,220.6152,18.11465754158463,328.1408178488889,203.76417777777777,27.176109383295458,738.5409212128395
C:\dataset\data_train\Berawan\Terang (158).png,Berawan,228.40532438478752,10.77355704697987,0.11069943514712034,0.012473074063182633,0.9685137536589237,0.00015557757658563935,111.2496,61.73084525094044,3810.6972553955557,120.48386666666667,60.371021430852444,3644.6602286044454,135.94315555555556,55.88756184258833,3123.4195687091355,119.49662222222223,60.25027311815972,3630.0954108128394
C:\dataset\data_train\Berawan\Terang (159).png,Berawan,375.52281879194635,13.651140939597315,0.09309323037867626,0.011066388481844458,0.9479737253301819,0.0001224649540310997,142.02875555555556,62.14985845881999,3862.6049064513586,151.00275555555555,60.19022874895359,3622.8636368513585,164.83973333333333,55.24779495987952,3052.3188479288888,149.90386666666666,60.219442804758295,3626.3812917155556
C:\dataset\data_train\Berawan\Terang (16).png,Berawan,177.21355704697987,9.793691275167786,0.12178545842331473,0.016168879620991963,0.9259997836183849,0.00026143266819812923,73.92475555555555,42.01696250651135,1765.4251382735802,103.0244,32.49686180021422,1056.046026862222,138.8956,27.74322721306149,769.6866561955557,98.39964444444445,34.58768078515532,1196.3076620958025
C:\dataset\data_train\Berawan\Terang (160).png,Berawan,28.07476510067114,3.612572706935123,0.30544126430569,0.030097493175281917,0.9869682719766908,0.0009058590954361415,71.78306666666667,37.74222047780914,1424.4752065955558,95.56337777777777,32.367236262265024,1047.637983257284,175.48662222222222,23.907208557986475,571.5546210350618,97.54737777777778,32.86314280993485,1079.9861553461726
C:\dataset\data_train\Berawan\Terang (161).png,Berawan,53.38854586129754,5.238926174496644,0.20942199842913076,0.021866037776553934,0.9761819603039958,0.00047812360804568363,156.4824,39.978791060816796,1598.3037346844449,165.2744888888889,33.54761972455289,1125.44278918321,212.82862222222224,17.700065495533423,313.2923185461728,168.07368888888888,33.56853144361528,1126.8463032809877
C:\dataset\data_train\Berawan\Terang (162).png,Berawan,53.574675615212534,5.248322147651007,0.20909468009994148,0.02193445850822164,0.9757622002082972,0.0004811204700488967,156.99884444444444,39.67672363823267,1574.2423986646913,165.69457777777777,33.31760104641982,1110.062539488395,213.01644444444443,17.575887416262535,308.91181846913577,168.49653333333333,33.328253432652474,1110.7724768711114
C:\dataset\data_train\Berawan\Terang (163).png,Berawan,32.97852348993288,4.127785234899329,0.24428767778334926,0.033702562942975474,0.960399672992787,0.0011358627489252236,193.13084444444445,32.17347340344945,1035.1323908424692,219.95115555555554,17.3904460615663,302.4276142202469,238.8792,7.666584537531111,58.77651847111111,214.0828888888889,20.456673360731315,418.4754849876543
C:\dataset\data_train\Berawan\Terang (164).png,Berawan,32.960626398210294,4.128053691275168,0.24404884945389493,0.03382674618646424,0.9599152098520368,0.001144248757563473,193.50573333333332,31.99282854390965,1023.5410782399999,220.15266666666668,17.265689277356472,298.1040262222223,238.9348,7.645383070411405,58.451882293333334,214.32013333333333,20.327705319041247,413.2156035377777
C:\dataset\data_train\Berawan\Terang (165).png,Berawan,40.1944966442953,4.493288590604027,0.2361643339750479,0.029958874229659878,0.9637383042455706,0.0008975341451085787,188.86524444444444,27.30479601433952,745.5518853846913,192.67426666666665,23.95699638045916,573.9376755733333,223.3888,12.768385920093598,163.03167900444444,195.04666666666665,23.574065788017514,555.7365777777778
C:\dataset\data_train\Berawan\Terang (166).png,Berawan,37.39472035794183,4.334586129753915,0.24202759299955215,0.031072271226407072,0.954239371237208,0.0009654860391674049,189.6972888888889,24.024936336715022,577.1975659832099,206.87511111111112,19.75409837895499,390.22440276543216,220.5088888888889,13.529397165222145,183.044587654321,203.28315555555557,20.218201937809027,408.7756895980247
C:\dataset\data_train\Berawan\Terang (167).png,Berawan,35.31959731543625,3.9998657718120807,0.27285152083811326,0.025122474748605225,0.9818386281058394,0.0006311387374943071,148.63968888888888,37.980149176362715,1442.4917314587653,174.7225777777778,30.223877485259077,913.4827702439507,201.63177777777778,18.879473013936344,356.4345012839506,169.97688888888888,31.190812024784353,972.8667547654321
C:\dataset\data_train\Berawan\Terang (168).png,Berawan,35.09297539149888,3.9864876957494406,0.27326087474885136,0.02519903602924221,0.9818585401031532,0.0006349914168030469,148.2399111111111,37.8784095406002,1434.7739093254322,174.42208888888888,30.14724931017549,908.8566409698765,201.48026666666667,18.82304053653394,354.30685503999996,169.6636,31.109420358470196,967.7960350399999
C:\dataset\data_train\Berawan\Terang (169).png,Berawan,20.47624161073826,3.1219686800894855,0.3092914672760081,0.03148244817415891,0.9837794717877043,0.0009911445430386017,129.86346666666665,30.061275621340858,903.6802919822222,160.67808888888888,24.623081671763202,606.296151014321,194.87075555555555,15.437023543208717,238.3016958735802,155.34724444444444,25.146664880837296,632.3547546291359
